MonitorID,CameraID,DeploymentPeriodID,VideoID,Date,Time,CommonName,ScientificName,NumberOfIndividuals,IdentifiedBy,NeedsReview,Notes
MON08,NWJ05,DP20260607TO20260614,DSCF0039,6/12/2026,22:20,Mouse,N/A,1,Connor Munro,TRUE,
MON08,NWJ05,DP20260607TO20260614,DSCF0041,6/13/2026,8:54,Mouse,N/A,1,Connor Munro,TRUE,
MON08,NWJ05,DP20260607TO20260614,DSCF0042,6/13/2026,10:14,White Throated Tinamou,Tinamus guttatus,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0043,6/13/2026,10:14,White Throated Tinamou,Tinamus guttatus,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0044,6/13/2026,10:15,White Throated Tinamou,Tinamus guttatus,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0045,6/13/2026,10:15,White Throated Tinamou,Tinamus guttatus,1,Connor Munro,FALSE,
MON08,NWJ05,DP20260607TO20260614,DSCF0046,6/13/2026,19:07,Mouse,N/A,1,Connor Munro,TRUE,Bottom left in video
MON08,NWJ05,DP20260607TO20260614,DSCF0047,6/13/2026,21:57,Mouse,N/A,1,Connor Munro,TRUE,
MON08,NWJ05,DP20260607TO20260614,DSCF0050,6/13/2026,23:19,Mouse,N/A,1,Connor Munro,TRUE,
MON09,NWJ06,DP20260607TO20260614,DSCF0010,6/10/2026,20:04,Ocelot,Leopardus pardalis,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0011,6/11/2026,0:24:51,Muerilia Brown Brocket,Mazama nemorivaga,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0012,6/11/2026,0:25:00,Muerilia Brown Brocket,Mazama nemorivaga,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0013,6/11/2026,0:25:00,Muerilia Brown Brocket,Mazama nemorivaga,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0016,6/13/2026,11:27,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0018,6/13/2026,11:28,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0019,6/13/2026,11:28,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0020,6/13/2026,11:29,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON09,NWJ06,DP20260607TO20260614,DSCF0022,6/13/2026,12:03,White Throated Tinamou,Tinamus guttatus,4,Connor Munro,TRUE,
MON10,NWJ12,DP20260607TO20260614,DSCF0006,6/8/2026,23:04,Puma,Puma Concolor,1,Connor Munro,FALSE,90% sure it's a male
MON10,NWJ12,DP20260607TO20260614,DSCF0013,6/10/2026,19:09,Common black-eared Opossum,Didelphis marsupialis,1,Connor Munro,FALSE,
MON10,NWJ12,DP20260607TO20260614,DSCF0014,6/10/2026,21:14,Mouse,N/A,1,Connor Munro,TRUE,
MON10,NWJ12,DP20260607TO20260614,DSCF0017,6/13/2026,2:01,Ocelot,Leopardus pardalis,1,Connor Munro,FALSE,
MON10,NWJ12,DP20260607TO20260614,DSCF0018,6/13/2026,2:01,Ocelot,Leopardus pardalis,1,Connor Munro,FALSE,
MON10,NWJ12,DP20260607TO20260614,DSCF0019,6/13/2026,11:45,Ocelot,Leopardus pardalis,1,Connor Munro,TRUE,Margay?
MON10,NWJ12,DP20260607TO20260614,DSCF0021,6/14/2026,11:27,Ocelot,Leopardus pardalis,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0007,6/7/2026,21:50,Southern Tamandua,Tamandua tetradactyla,1,Connor Munro,TRUE,
MON11,NWJ09,DP20260607TO20260614,DSCF0008,6/8/2026,11:53,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0009,6/8/2026,11:56,Bush Dog,Speothos venaticus,3,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0010,6/8/2026,11:57,Bush Dog,Speothos venaticus,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0014,6/8/2026,20:13,Mouse,N/A,1,Connor Munro,TRUE,
MON11,NWJ09,DP20260607TO20260614,DSCF0016,6/9/2026,17:14,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0017,6/10/2026,4:11,Mouse,N/A,1,Connor Munro,TRUE,
MON11,NWJ09,DP20260607TO20260614,DSCF0018,6/10/2026,4:39,Mouse,N/A,1,Connor Munro,TRUE,
MON11,NWJ09,DP20260607TO20260614,DSCF0019,6/10/2026,17:00,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0020,6/10/2026,17:00,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0021,6/10/2026,17:20,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0022,6/10/2026,17:20,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0023,6/10/2026,17:21,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0024,6/10/2026,23:48,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0025,6/10/2026,23:48,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0026,6/10/2026,23:48,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0027,6/11/2026,16:30,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,TRUE,not 100% sure
MON11,NWJ09,DP20260607TO20260614,DSCF0028,6/11/2026,19:14,Lowland Paca,Cuniculus paca,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0029,6/11/2026,19:14,Lowland Paca,Cuniculus paca,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0030,6/11/2026,19:14,Lowland Paca,Cuniculus paca,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0031,6/11/2026,19:14,Lowland Paca,Cuniculus paca,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0032,6/11/2026,19:15,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0033,6/11/2026,19:15,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0035,6/11/2026,22:53,Green Acouchi,Myopracta pratti,1,Connor Munro,TRUE,not 100% sure
MON11,NWJ09,DP20260607TO20260614,DSCF0036,6/12/2026,17:24,Salvin's Curassow,Mitu salvini,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0037,6/12/2026,17:24,Salvin's Curassow,Mitu salvini,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0038,6/12/2026,17:24,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0039,6/12/2026,17:25,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0040,6/12/2026,17:25,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0041,6/12/2026,17:25,Salvin's Curassow,Mitu salvini,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0042,6/12/2026,17:27,Salvin's Curassow,Mitu salvini,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0043,6/12/2026,20:04,Mouse,N/A,1,Connor Munro,TRUE,
MON11,NWJ09,DP20260607TO20260614,DSCF0044,6/12/2026,20:10,Mouse,N/A,1,Connor Munro,TRUE,
MON11,NWJ09,DP20260607TO20260614,DSCF0045,6/12/2026,23:12,Mouse,N/A,1,Connor Munro,TRUE,
MON11,NWJ09,DP20260607TO20260614,DSCF0046,6/13/2026,15:18,White bellied spider monkey,Ateles belzebuth,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0047,6/14/2026,6:37,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0048,6/14/2026,6:37,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0049,6/14/2026,6:38,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0050,6/14/2026,6:39,Collared Pecary,Dicotyles tajacu,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0051,6/14/2026,6:40,Collared Pecary,Dicotyles tajacu,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0052,6/14/2026,6:40,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0053,6/14/2026,6:40,Collared Pecary,Dicotyles tajacu,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0054,6/14/2026,6:41,Collared Pecary,Dicotyles tajacu,2,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0055,6/14/2026,6:42,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0057,6/14/2026,6:42,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0058,6/14/2026,6:43,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON11,NWJ09,DP20260607TO20260614,DSCF0059,6/14/2026,6:43,Collared Pecary,Dicotyles tajacu,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0008,6/7/2026,17:24,Salvin's Currasow,Mitu salvini,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0009,6/7/2026,17:24,Salvin's Currasow,Mitu salvini,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0012,6/8/2026,16:37,Green Acouchi,Myopracta pratti,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0013,6/9/2026,0:03,Lowland paca,Cuniculus paca,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0014,6/9/2026,0:03,Lowland paca,Cuniculus paca,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0015,6/9/2026,8:59,Pale-winged Trumpeter,Psophia leucoptera,2,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0016,6/9/2026,8:59,Pale-winged Trumpeter,Psophia leucoptera,2,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0017,6/9/2026,8:59,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0018,6/9/2026,9:00,Pale-winged Trumpeter,Psophia leucoptera,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0020,6/9/2026,13:23,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0021,6/9/2026,13:24,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0022,6/9/2026,13:24,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0024,6/10/2026,0:07,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0025,6/10/2026,0:08,Lowland Paca,Cuniculus paca,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0028,6/10/2026,13:58,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0029,6/10/2026,13:58,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0033,6/11/2026,3:08,Mouse,N/A,1,Connor Munro,TRUE,
MON12,NWJ07,DP20260607TO20260614,DSCF0034,6/11/2026,12:49,Pale-winged Trumpeter,Psophia leucoptera,2,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0035,6/11/2026,12:49,Pale-winged Trumpeter,Psophia leucoptera,2,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0036,6/11/2026,12:50,Pale-winged Trumpeter,Psophia leucoptera,2,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0037,6/11/2026,15:58,Green Acouchi,Myopracta pratti,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0038,6/11/2026,15:58,Green Acouchi,Myopracta pratti,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0039,6/11/2026,16:41,Green Acouchi,Myopracta pratti,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0040,6/11/2026,20:25,Lowland paca,Cuniculus paca,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0041,6/11/2026,22:17,Mouse,N/A,1,Connor Munro,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0013,6/9/2026,9:34,Spix's Guan,Penelope jacquacu,1,Addy Shultz,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0043,6/13/2026,17:20,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON12,NWJ07,DP20260607TO20260614,DSCF0044,6/13/2026,20:07,Lowland paca,Cuniculus paca,1,Connor Munro,TRUE,not 100% sure
MON12,NWJ07,DP20260607TO20260614,DSCF0045,6/13/2026,23:04,Nine-banded Armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0014,6/9/2026,9:34,Spix's Guan,Penelope jacquacu,1,Addy Shultz,FALSE,Same as DSCF0013
MON13,NWJ19,DP20260607TO20260615,DSCF0016,6/9/2026,20:02,Mammal,N/A,1,Addy Shultz,TRUE,Can only see part of the back in bottom left
MON13,NWJ19,DP20260607TO20260615,DSCF0021,6/10/2026,14:47,Pale-winged Trumpeter,Psophia leucoptera,1,Addy Shultz,FALSE,Same group as DSCF0022
MON13,NWJ19,DP20260607TO20260615,DSCF0022,6/10/2026,14:48,Pale-winged Trumpeter,Psophia leucoptera,2,Addy Shultz,FALSE,Same group as DSCF0021
MON13,NWJ19,DP20260607TO20260615,DSCF0023,6/10/2026,14:48,Pale-winged Trumpeter,Psophia leucoptera,3,Addy Shultz,FALSE,Same group as DSCF0021
MON13,NWJ19,DP20260607TO20260615,DSCF0024,6/10/2026,14:49,Pale-winged Trumpeter,Psophia leucoptera,1,Addy Shultz,FALSE,Same group as DSCF0021
MON13,NWJ19,DP20260607TO20260615,DSCF0025,6/10/2026,14:50,Pale-winged Trumpeter,Psophia leucoptera,2,Addy Shultz,FALSE,Same group as DSCF0021
MON13,NWJ19,DP20260607TO20260615,DSCF0027,6/11/2026,4:23,Mammal,N/A,1,Addy Shultz,FALSE,Can only see tail. Maybe opossum?
MON13,NWJ19,DP20260607TO20260615,DSCF0028,6/11/2026,12:32,Pale-winged Trumpeter,Psophia leucoptera,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0029,6/11/2026,12:34,Pale-winged Trumpeter,Psophia leucoptera,1,Addy Shultz,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0011,6/7/2026,17:40,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0012,6/7/2026,17:41,Black Agouti,Dasyprocta fuliginosa,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0015,6/8/2026,2:35,Mouse,N/A,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0016,6/8/2026,3:28,Mouse,N/A,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0017,6/8/2026,6:43,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0018,6/8/2026,6:43,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0019,6/8/2026,9:26,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0020,6/8/2026,9:27,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0021,6/8/2026,9:27,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0022,6/8/2026,9:30,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0024,6/8/2026,13:09,Salvin's Currasow,Mitu salvini,2,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0025,6/8/2026,13:09,Salvin's Currasow,Mitu salvini,2,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0026,6/8/2026,14:17,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0027,6/8/2026,14:18,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0028,6/8/2026,15:30,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0029,6/8/2026,15:31,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0030,6/8/2026,15:31,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0030,6/11/2026,14:51,Pale-winged Trumpeter,Psophia leucoptera,2,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0031,6/11/2026,14:52,Pale-winged Trumpeter,Psophia leucoptera,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0035,6/12/2026,9:16,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0036,6/12/2026,9:17,Green Acouchi,Myoprocta pratti,2,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0037,6/12/2026,9:17,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0039,6/12/2026,22:36,Lowland Paca,Cuniculus paca,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0040,6/12/2026,22:37,Lowland Paca,Cuniculus paca,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0042,6/13/2026,7:45,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0043,6/13/2026,7:45,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0044,6/13/2026,7:46,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON13,NWJ19,DP20260607TO20260615,DSCF0045,6/14/2026,8:00,Northern Amazon Red Squirrel,Hadrosciurus igniventris,1,Addy Shultz,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0014,6/13/2026,5:57,Southern Tamandua,Tamandua tetradactyla,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0015,6/13/2026,5:57,Southern Tamandua,Tamandua tetradactyla,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0016,6/13/2026,10:40,American Red Brocket,Mazama americana,2,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0017,6/13/2026,15:58,Great Tinamou,Tinamus major,3,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0018,6/13/2026,15:59,Great Tinamou,Tinamus major,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0019,6/13/2026,22:40,Southern Tamandua,Tamandua tetradactyla,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0021,6/14/2026,3:53,None,N/A,N/A,Nico Jaworski,TRUE,I think this does not have anything in it
MON06,NWJ08,DP20260607TO20260614,DSCF0022,6/14/2026,4:22,Mouse,N/A,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0023,6/14/2026,4:23,Southern Tamandua,Tamandua tetradactyla,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0024,6/14/2026,4:50,Mouse,N/A,1,Nico Jaworski,FALSE,
MON06,NWJ08,DP20260607TO20260614,DSCF0025,6/14/2026,6:13,Southern Tamandua,Tamandua tetradactyla,1,Nico Jaworski,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0032,6/8/2026,15:57,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0035,6/8/2026,16:09,Green Acouchi,Myoprocta pratti,1,Connor Munro,TRUE,not 100% sure
MON14,NWJ10,DP20260607TO20260615,DSCF0036,6/8/2026,16:52,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0038,6/8/2026,16:53,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0039,6/8/2026,16:54,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0040,6/8/2026,17:00,Little Tinamou,Crypturellus soui,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0042,6/8/2026,19:54,Nine-banded armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0044,6/8/2026,20:56,Nine-banded armadillo,Dasypus novemcinctus,1,Connor Munro,FALSE,
MON15,NWJ02,DP20260607TO20260615,DSCF002,6/9/2026,0:00,Mammal,N/A,1,Nico Jaworski,FALSE,
MON15,NWJ02,DP20260607TO20260615,DSCF003,6/14/2026,5:47,Brocket,Mazama spp.,1,Nico Jaworski,TRUE,
MON15,NWJ02,DP20260607TO20260615,DSCF004,6/14/2026,5:47,Brocket,Mazama spp.,1,Nico Jaworski,TRUE,
MON14,NWJ10,DP20260607TO20260615,DSCF0052,6/9/2026,4:36,Mouse,N/A,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0053,6/9/2026,10:18,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0055,6/9/2026,13:02,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0056,6/9/2026,13:02,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0057,6/9/2026,13:02,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0058,6/9/2026,13:03,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON14,NWJ10,DP20260607TO20260615,DSCF0059,6/9/2026,13:03,Green Acouchi,Myoprocta pratti,1,Connor Munro,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0005,6/8/2026,4:12,Common Black-eared Opossum,Didelphis marsupialis,1,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0011,6/9/2026,3:55,Common Black-eared Opossum,Didelphis marsupialis,1,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0012,6/9/2026,5:41,Bush Dog,Speothos venaticus,3,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0013,6/9/2026,5:43,Bush Dog,Speothos venaticus,5,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0014,6/9/2026,5:43,Bush Dog,Speothos venaticus,6,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0015,6/9/2026,5:43,Bush Dog,Speothos venaticus,7,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0016,6/9/2026,5:44,Bush Dog,Speothos venaticus,6,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0017,6/9/2026,5:44,Bush Dog,Speothos venaticus,5,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0019,6/9/2026,18:38,Common Black-eared Opossum,Didelphis marsupialis,1,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0020,6/10/2026,3:55,Common Black-eared Opossum,Didelphis marsupialis,1,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0062,6/10/2026,18:00,Green Acouchi,Myoprocta pratti,1,Addy Shultz,FALSE,
MON16,NWJ17,DP20260607TO20260615,DSCF0063,6/11/2026,4:15,Common Black-eared Opossum,Myoprocta pratti,1,Addy Shultz,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0011,6/8/2026,7:46,Northern Amazon Red Squirrel,Hadrosciurus igniventris,1,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0012,6/8/2026,10:14,Northern Amazon Red Squirrel,Hadrosciurus igniventris,1,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0013,6/8/2026,13:01,Northern Amazon Red Squirrel,Hadrosciurus igniventris,1,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0016,6/8/2026,16:56,Northern Amazon Red Squirrel,Hadrosciurus igniventris,1,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0017,6/9/2026,17:30,Black Agouti,Dasyprocta fuliginosa,1,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0021,6/10/2026,7:15,Pale-winged Trumpeter,Psophia leucoptera,1,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0023,6/10/2026,9:59,Marbled Wood-Quail,Odontophorus gujanensis,2,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0024,6/10/2026,10:00,Marbled Wood-Quail,Odontophorus gujanensis,1,Nico Jaworski,FALSE,
MON17,NWJ18,DP20260607TO20260615,DSCF0025,6/10/2026,10:00,Marbled Wood-Quail,Odontophorus gujanensis,2,Nico Jaworski,FALSE,
